doy,OUT_SURF_TEMP,OUT_R_NET,OUT_EVAP,OUT_TRANSP_VEG,OUT_EVAP_CANOP,OUT_EVAP_BARE,OUT_PET,OUT_RUNOFF,OUT_BASEFLOW,OUT_SOIL_MOIST_L1,OUT_SOIL_MOIST_L2,OUT_SOIL_MOIST_L3
1,8.419845248102002,19.77263811489045,0.9310891597200942,0.39023220027007083,0.0,0.5404165437689558,1.1924008390188634,0.0001328036432793882,1.5522434201498956,55.20521243418529,242.27281805473444,427.6578872226935
2,6.229707333825373,27.02896717511799,0.8580379284238145,0.3749233935546634,6.195031342027246e-05,0.48351417150357756,1.3277839197076997,0.00022531049486635102,1.4859516334366267,54.431892676965575,242.18993500197516,426.1723984467879
3,4.9876289772270255,27.30765680624454,0.8389435838862479,0.37287036132518886,0.0008287601825448443,0.4657084705779755,1.3515182209210945,0.00017186164202837967,1.4236738869022907,53.681545460287815,242.10363651194396,424.74918561910147
4,5.981418642688307,33.74948381665313,0.7835820091285086,0.33596295517064445,0.002827963527685622,0.44921359284926143,1.4993385300791837,0.020526625357222127,1.3650854332243165,53.20223651910383,242.02297848681167,423.38455754529906
5,7.079031514663879,26.87967970513731,0.7521097871923867,0.30545694501297566,0.04313518775918406,0.4102404269553198,1.4656387155227377,0.0920345854891483,1.3098946340779511,53.61942657160839,241.94655394816655,422.0751198344628
6,4.6010186347945625,19.696815879359647,0.8579128651988063,0.3291276738937177,0.0690584817418593,0.4527311931304246,1.5762905517769508,0.30924680483009837,1.2578388489078447,55.183640228088386,241.94854994380435,420.81774141164885
7,-0.5569719810689938,14.81539652967308,0.6640642946288984,0.2154717920963937,0.036024547939723414,0.4205227165303084,1.2943964138945865,0.01309127908819774,1.2086826691365828,54.52635861945905,242.03582164970393,419.6097087818608
8,-4.0086560756682355,17.612798301245164,0.5314099091049439,0.17925291883567987,0.0017421908878892515,0.36253384443485204,1.1728883365935128,0.00010035567133458105,1.1622168115098817,53.96667985330741,242.05407228669173,418.44843878010045
9,-5.029344720173486,19.937808135813118,0.5640127750579145,0.18963076872005777,0.00012360415061504578,0.3869988902656227,1.3086659350746417,5.03361961263007e-05,1.1182458446793155,53.40072671688168,242.04319827596066,417.3313642878975
10,-5.776932155301223,20.300650999001093,0.5425126125895781,0.17816726600093644,0.00012031299176581774,0.37574115089750226,1.2867063066317355,6.084314740227986e-05,1.0765880853850422,52.868097214250156,242.0212930968687,416.2561066484706
11,-3.9386861262097685,27.118706732888146,0.5416575521857773,0.19876700485037666,0.0003132575096871735,0.3543565674115714,1.3904175052985823,9.039352231872626e-05,1.037046104264592,52.351870678720395,241.98399491107966,415.22050485430503
12,-1.584073730409644,30.16009245655587,0.5417198641775545,0.21275822229225236,0.00018835880298719883,0.34105509295125797,1.4816075401725628,0.00027686174690537424,0.9994407488270328,51.84727736708437,241.93484693124674,414.222588357594
13,0.6923803632287797,31.812871847983143,0.5057487776996892,0.19268712142644986,0.0005417368078971732,0.3238145828625251,1.4248725553844208,0.0002853579605581564,0.9636423827259137,51.37978065208022,241.88734719238764,413.26052702921794
14,0.8088200208227786,29.941752700382878,0.49790865650825383,0.1875517705552455,0.0013630832650789635,0.318068212758585,1.4032024148275166,0.000433997311317744,0.9295345509470532,50.927246226800364,241.83536816467014,412.3326137942882
15,1.613749810352285,28.624199814142024,0.5352544058809865,0.2009596103932419,0.0004498773521071665,0.34387555426993327,1.556747070049386,0.00022496465281376116,0.8970113139073547,50.446995129210826,241.77172984260744,411.4372487868302
16,1.879988233125993,26.480100337224137,0.5538543427824276,0.22609514973774567,0.000622702157102402,0.3378037607690889,1.6440483930659426,0.0011084649952165986,0.8659754040246057,49.969781822163846,241.69250828427394,410.5729337380259
17,2.8235189912819476,29.010121713036476,0.5522713664027048,0.21074271034028252,0.00030057517987605657,0.35239431674683935,1.7443506006514216,0.0029591258607979407,0.8363372458210813,49.50389661906523,241.61477759122266,409.73826055752465
18,4.096319717532348,29.23011233024978,0.6069340152526903,0.21995861136028808,0.00010421555738632875,0.3977477995825094,1.9439947713539079,0.003417020928476587,0.8080142589711382,49.008848718736374,241.5226702511236,408.93191151050854
19,4.106457363394338,27.330379670074013,0.6382416974348695,0.21337911899036444,0.0026923521850055095,0.4297451204825508,1.9750407886293306,0.01125383764322078,0.7809302675236377,48.54973061768391,241.4245332871444,408.15264637443363
20,2.389923089858396,22.503108407788176,0.5660835977572896,0.1652013822156088,0.0010922699375761045,0.4070146101054224,1.7941632630486364,0.006020887869499139,0.7550149145899188,48.08837034676049,241.345806573795,407.39931363638794
21,1.5639446617479356,25.237132435655077,0.5521078589260285,0.18470231091782469,0.0022313001660220736,0.37494492317229766,1.847320513807769,0.0013585167801215571,0.7302032472869416,47.63742520680745,241.25605572036318,406.67082326329046
22,2.4018893488155033,28.388859984301668,0.5573029835062283,0.18867449685349474,0.0001691808284023889,0.3795565285030949,1.9479758748308775,0.0008061749869279263,0.7064348000617134,47.17112392453958,241.15750093775102,405.9661223212299
23,1.4096498520900058,24.244293957622013,0.5726529589235199,0.17539642403857356,0.0003084183027277094,0.4032659531221015,1.9531805724506837,0.0002292474988255141,0.6836530341388413,46.691579935301846,241.05913197116294,405.28421800097425
24,0.4448183250139836,25.153064151369012,0.5306164700181634,0.16148647161476876,0.00020471318403150496,0.3757387211935507,1.834201338602887,0.00017856249424200065,0.6618052905760069,46.244272997661156,240.96911670440596,404.62416529886536
25,1.187875898917085,31.343502468462418,0.4914997527509147,0.14272273265360647,0.0004097729789019447,0.35201076014976146,1.7749004013978351,0.00020705947752077447,0.6408424631882059,45.82989590636599,240.88824151366657,403.98507044544374
26,3.1299882834440003,35.04624045744649,0.43713693931574693,0.11707923958776431,8.351366386444345e-05,0.3238509030382191,1.6637154011226654,0.00019552957937903954,0.6207188201118273,45.457854963790425,240.81998860008395,403.3660892223238
27,3.5530416948925043,36.654318891464435,0.4468580056183564,0.1212630819886259,0.00040700955780514686,0.3287433415863804,1.7338447108404986,0.0011079290563155548,0.6013917015517575,45.094785618877935,240.7477529851089,402.7664227247034
28,5.718104992082332,35.49115761794118,0.46848983445083464,0.12586181771361735,0.0009718067586095699,0.34624234154314654,1.9281963396478738,0.008700699377917584,0.5828211476643863,44.7770781295383,240.66672202257615,402.1853128622994
29,5.008926835318926,26.96877075443492,0.5074505690824206,0.125740716244207,0.006600024112188977,0.3806927917438776,2.0137055184925488,0.012445336379185969,0.5649698660582855,44.44175158422891,240.57480372893374,401.6220542156697
30,3.3996708817588006,25.664456674607916,0.5050669274573839,0.13369021680545123,0.002174771610956988,0.3752592162997153,2.0127187201610433,0.0006725441397718633,0.5478031960920619,44.027319320167635,240.48340358496452,401.07597806815727
31,3.1961649434167327,31.941718875600678,0.4654171600327557,0.13491131105094595,0.00025832348076862524,0.3414678970915923,1.9697687037344653,0.0009280779729994193,0.5312885232545976,43.64205657046998,240.3954998209268,400.54642570326087
32,3.524785587266053,34.652469726751335,0.4871232473326633,0.19103123132294778,0.0009465361527780262,0.3095864661450806,2.1014346897822156,0.0021958125517929734,0.5153948662212465,43.27464713535949,240.27386675643695,400.03276633549797
33,4.005394549224544,36.579165480547076,0.4258747249995301,0.15726943080352151,0.0004023323444386675,0.27785423173065443,1.8822527126803146,0.0012469409239276913,0.5000930789612353,42.945171179324674,240.1770575299467,399.5344107051841
34,5.045908690228387,38.39965087751215,0.4266761394091391,0.14276049494943727,1.7352191807598197e-06,0.29245026953390024,1.9588047882920634,0.0019793673787940076,0.4853558320100934,42.618195799287264,240.0808548154219,399.0508065049207
35,5.92566110279708,38.9201545325105,0.4398185764768817,0.14576311944793763,0.0001508987627163546,0.29880071912453027,2.0223163456891893,0.0007751997935413695,0.4711574786187215,42.28109852404823,239.97727989020214,398.58143422258877
36,5.158289881082075,37.19841665920843,0.478311693531555,0.16506000558415768,0.0006522199437765087,0.3145224151429879,2.147689407913767,0.0018707093158587113,0.4574738285334342,41.9423545554576,239.8580287405927,398.12577332794496
37,6.0518987207008665,40.77416714809613,0.4886786630458117,0.17232384093069344,0.000731434815755617,0.31695468114473646,2.2868200221160424,0.0017851536888607955,0.44428201159871916,41.598315078047214,239.72828108739182,397.68333277812684
38,7.19866548966353,40.03026869958605,0.5157160459579656,0.18143665142753113,0.0012995187999327387,0.3352823575039119,2.4848971123219306,0.031938400737439636,0.43156065302753754,41.57673273069571,239.58627897991835,397.2536844960417
39,5.962722626354977,33.37510876506597,0.47186458943469184,0.15331170384370224,0.005670469303545806,0.3135507226934319,2.1946613771760246,0.0020052082981016073,0.4192905671370941,41.24766088822619,239.46571359956965,396.83643807017387
40,4.752144890121886,37.409943009735606,0.4849672721961507,0.16604513708154175,0.00047447459302545915,0.3178290201718798,2.2396508187631317,0.003934357874606057,0.4074537827725468,40.926057617799685,239.34173128142262,396.4311071659837
41,4.005357042767345,42.12014041406403,0.4202654803446806,0.13724484315097932,0.0005348486594581023,0.28333217844818825,1.9905671840857215,0.0018262382964245,0.39603111496463816,40.61856560654589,239.2405348117738,396.0372337350866
42,5.20332273157461,45.012348693777604,0.4540761359523135,0.14487578077451366,0.0003030298440396322,0.30683193895109756,2.265508575453247,0.0020984911262485863,0.38500439058168406,40.29809261724945,239.12559708525922,395.6544046623938
43,4.891203617248029,41.539450024657036,0.49165400983248275,0.16515459672418792,0.00038045761960927785,0.3231776048460596,2.4614634117604153,0.001841373816390598,0.3743567037587463,39.953094204311405,238.99273031152623,395.2822248542239
44,4.4030279686475895,42.034475079241794,0.4775723517613472,0.16006249231355796,0.0003021586590723681,0.31363084619157167,2.4107319306759796,0.004043120543794482,0.36407208697542487,39.637936778787555,238.8660932699221,394.92032447081027
45,4.992607434007089,44.67913486327139,0.4642438262774187,0.1505070647776002,0.0006502323518439164,0.3102107758577124,2.391283785386289,0.004621253994553728,0.354135494294568,39.344898031595285,238.74884704617008,394.5683508466981
46,6.436509215943793,45.636764386874525,0.4015319819124805,0.12817437142356208,0.0023197559245457682,0.2748008345013238,2.247585843063917,0.11571978291756391,0.344532796165337,39.71412930293978,238.65212261652422,394.2259782796294
47,7.291184747765555,47.90972918059276,0.44909917176094105,0.12426334281444415,0.055969453912702354,0.27365580508204856,2.2155321444229217,0.10510846344109,0.3352508619253245,39.89330213929933,238.5961552278694,393.8929214703901
48,6.77725922349117,46.232518721010834,0.48386655419352964,0.1790672688067793,0.008313739923561545,0.2959848835688923,2.4356238309657745,0.0026152290113654387,0.3262773760874791,39.51788805664006,238.50989674273717,393.5690344911531
49,6.510826155282719,46.09509349917006,0.4957150013434808,0.1937818192189609,4.640159448238704e-05,0.2963574136390599,2.4938316793733213,0.0037970874586612364,0.31760035680877163,39.16174665984131,238.39736858319378,393.2540593741163
50,6.778731736094428,48.56876789867305,0.4381338141185863,0.165506394088635,0.0026025516553597823,0.2690218348818072,2.29306766291276,0.007713614714368092,0.30920819759017243,38.90062883988503,238.30295744462265,392.9476130962089
51,6.972629961284912,50.05845718553601,0.4567464116979774,0.17266759489142497,0.004205308283149537,0.27389023713231736,2.387113191903113,0.002769896789337174,0.30108982366429493,38.57928705224886,238.1978272688116,392.64940014880233
52,6.599628909307563,50.095540446742696,0.47472052934047043,0.18160438312656021,0.00199950977731152,0.2857871295491201,2.529870722495182,0.022239500177040506,0.29323471340392326,38.68725027496958,238.0801785282244,392.35914534048595
53,7.3635976105355905,41.61596033616822,0.4262766644419674,0.1220377789935843,0.08200490518246613,0.21901015694087564,1.9310893782768739,0.01611295820081288,0.2856330087615843,38.639135430764135,238.00597849280172,392.0765803471594
